"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q1.1","Answer.Q1.2","Answer.Q1.3","Answer.Q2.1","Answer.Q2.2","Answer.Q2.3","Answer.Q3.1","Answer.Q3.2","Answer.Q3.3","Answer.Q4.1","Answer.Q4.2","Answer.Q4.3","Answer.Q5.1","Answer.Q5.2","Answer.Q5.3","Answer.Q6.1","Answer.Q6.2","Answer.Q6.3","Answer.form_id","Answer.table1.on","Answer.table10.on","Answer.table11.on","Answer.table113.on","Answer.table12.on","Answer.table14.on","Answer.table15.on","Answer.table2.on","Answer.table3.on","Answer.table4.on","Answer.table5.on","Answer.table6.on","Answer.table7.on","Answer.table8.on","Answer.table9.on","Answer.workerId","Approve","Reject"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","30MVJZJNH2NBM0YQI5AMNFWL92XJ9U","AW867GZT8CD19","Approved","Thu Mar 23 03:44:01 PDT 2023","Thu Mar 23 03:45:40 PDT 2023","Sun Mar 26 03:45:40 PDT 2023","Thu Mar 23 18:46:32 PDT 2023","","","99","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false","true","false","false","example_form","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","30X31N5D6J0IQMRLX5X0BBYSB3SSAY","A35SSTKY80F25T","Rejected","Thu Mar 23 03:39:04 PDT 2023","Thu Mar 23 03:40:20 PDT 2023","Sun Mar 26 03:40:20 PDT 2023","","Thu Mar 23 17:47:08 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","76","0% (0/1)","0% (0/1)","0% (0/1)","true","false","false","true","false","false","false","true","false","false","false","true","false","true","false","false","true","false","example_form","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","333U7HK6IPPNPQB7ULFO9BFB0NCJDB","A2J50BCUYK1EZR","Approved","Thu Mar 23 03:38:54 PDT 2023","Thu Mar 23 03:40:18 PDT 2023","Sun Mar 26 03:40:18 PDT 2023","Thu Mar 23 18:46:31 PDT 2023","","","84","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","true","false","false","false","true","false","false","true","false","true","false","false","false","true","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","337RC3OW0LCFEXZTORRVVCYA4JLLVE","A149YZJBFRDWBJ","Approved","Thu Mar 23 03:39:15 PDT 2023","Thu Mar 23 03:40:18 PDT 2023","Sun Mar 26 03:40:18 PDT 2023","Thu Mar 23 18:46:30 PDT 2023","","","63","100% (1/1)","100% (1/1)","100% (1/1)","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","false","false","true","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","37M28K1J06NPRJ8VABOMJA75FKFJA9","A3SDGJY6ZAO5BX","Rejected","Thu Mar 23 03:36:51 PDT 2023","Thu Mar 23 03:38:27 PDT 2023","Sun Mar 26 03:38:27 PDT 2023","","Thu Mar 23 17:47:08 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","96","0% (0/1)","0% (0/1)","0% (0/1)","false","true","false","false","false","true","false","true","false","true","false","false","false","false","true","false","true","false","example_form","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","37M28K1J06NPRJ8VABOMJA75FOCAJ5","A1P3R8TYQAKHR8","Approved","Thu Mar 23 17:47:21 PDT 2023","Thu Mar 23 17:49:02 PDT 2023","Sun Mar 26 17:49:02 PDT 2023","Thu Mar 23 18:46:31 PDT 2023","","","101","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","false","true","false","true","false","false","true","false","true","false","false","false","true","false","example_form","true","true","true","true","true","true","true","true","true","true","false","true","true","true","true","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","37TD41K0AXJ6J1OJHJTRH6OGB6DSC0","A2BWTUDVAEW0VJ","Approved","Thu Mar 23 03:41:28 PDT 2023","Thu Mar 23 03:43:02 PDT 2023","Sun Mar 26 03:43:02 PDT 2023","Thu Mar 23 18:46:31 PDT 2023","","","94","100% (1/1)","100% (1/1)","100% (1/1)","true","false","false","false","false","true","true","false","false","false","true","false","false","false","true","true","false","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","3AQF3RZ55OS8ZFAW18GPO7DRQY66F9","A1SEKR3D6WL5ZP","Approved","Thu Mar 23 18:25:41 PDT 2023","Thu Mar 23 18:27:26 PDT 2023","Sun Mar 26 18:27:26 PDT 2023","Thu Mar 23 18:46:31 PDT 2023","","","105","100% (1/1)","100% (1/1)","100% (1/1)","false","true","false","true","false","false","false","true","false","false","true","false","false","false","true","true","false","false","example_form","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","3BDCF01OGD4WIRUYT2EF2B24M0NLYN","A1HK9YE7TN6E9U","Rejected","Thu Mar 23 03:41:59 PDT 2023","Thu Mar 23 03:43:41 PDT 2023","Sun Mar 26 03:43:41 PDT 2023","","Thu Mar 23 17:47:08 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","102","0% (0/1)","0% (0/1)","0% (0/1)","true","false","false","true","false","false","true","false","false","false","false","true","true","false","false","false","true","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3HA5ODM5LP2ZWQWPIXJUIEGFTG2SVM","3WZIO7X3R1T7QBN9V5426FCM3UZXA4","Pick the label that can describe the image #9","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.92","Thu Mar 23 03:35:06 PDT 2023","24","BatchId:5039709;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:35:06 PDT 2023","","","3CTOC39K3N078HAX38C29J5FEC9J7I","A12AJ1PXQ0MAF9","Approved","Thu Mar 23 03:43:51 PDT 2023","Thu Mar 23 03:45:35 PDT 2023","Sun Mar 26 03:45:35 PDT 2023","Thu Mar 23 18:46:30 PDT 2023","","","104","100% (1/1)","100% (1/1)","100% (1/1)","false","true","false","false","false","true","false","true","false","false","true","false","true","false","false","true","false","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
