"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q1.1","Answer.Q1.2","Answer.Q1.3","Answer.Q2.1","Answer.Q2.2","Answer.Q2.3","Answer.Q3.1","Answer.Q3.2","Answer.Q3.3","Answer.Q4.1","Answer.Q4.2","Answer.Q4.3","Answer.Q5.1","Answer.Q5.2","Answer.Q5.3","Answer.Q6.1","Answer.Q6.2","Answer.Q6.3","Answer.form_id","Answer.table1.on","Answer.table10.on","Answer.table11.on","Answer.table113.on","Answer.table12.on","Answer.table14.on","Answer.table15.on","Answer.table2.on","Answer.table3.on","Answer.table4.on","Answer.table5.on","Answer.table6.on","Answer.table7.on","Answer.table8.on","Answer.table9.on","Answer.workerId","Approve","Reject"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","30IQTZXKA0GULQF2ZD6ULD37H150XK","A3QM4EPCWDNW0Q","Approved","Thu Mar 23 21:18:43 PDT 2023","Thu Mar 23 21:19:40 PDT 2023","Sun Mar 26 21:19:40 PDT 2023","Thu Mar 23 22:00:32 PDT 2023","","","57","100% (2/2)","100% (2/2)","100% (2/2)","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","30ZX6P7VFO50MGDRXWV7DSO73112J9","A3N2JNWJ62WPC9","Approved","Thu Mar 23 20:25:26 PDT 2023","Thu Mar 23 20:26:41 PDT 2023","Sun Mar 26 20:26:41 PDT 2023","Thu Mar 23 22:00:32 PDT 2023","","","75","100% (1/1)","100% (1/1)","100% (1/1)","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","example_form","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","32AT8R96G1J25V5J3AERBCAMI6KSUA","ANOW0GW9RR48K","Rejected","Thu Mar 23 03:47:08 PDT 2023","Thu Mar 23 03:48:28 PDT 2023","Sun Mar 26 03:48:28 PDT 2023","","Thu Mar 23 17:58:44 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","80","0% (0/1)","0% (0/1)","0% (0/1)","false","false","true","false","true","false","false","true","false","false","false","true","false","false","true","false","false","true","example_form","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","32KTQ2V7RTP1N84BL2NE37O2DWWM95","AS0C9LHZ2I8PQ","Approved","Thu Mar 23 03:47:28 PDT 2023","Thu Mar 23 03:48:49 PDT 2023","Sun Mar 26 03:48:49 PDT 2023","Thu Mar 23 22:00:33 PDT 2023","","","81","100% (1/1)","100% (1/1)","100% (1/1)","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","33F859I56MNYJNIXSPLX28BWKFFHBQ","A2O9WLACNJHZVH","Approved","Thu Mar 23 20:36:02 PDT 2023","Thu Mar 23 20:37:13 PDT 2023","Sun Mar 26 20:37:13 PDT 2023","Thu Mar 23 22:00:32 PDT 2023","","","71","100% (1/1)","100% (1/1)","100% (1/1)","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","example_form","true","false","true","true","true","true","true","true","true","true","true","true","true","true","false","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","33FOTY3KE2V6PHPP40E7L517LAYC16","A305OP5HVF0QX3","Rejected","Thu Mar 23 18:45:49 PDT 2023","Thu Mar 23 18:47:03 PDT 2023","Sun Mar 26 18:47:03 PDT 2023","","Thu Mar 23 20:09:08 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","74","0% (0/1)","0% (0/1)","0% (0/1)","false","false","true","true","false","false","false","false","true","false","false","true","true","false","false","false","true","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","345LHZDEDD2YLEK4DVDQ342AQUJU3Q","A1PGRM57Q4SOBW","Approved","Thu Mar 23 18:09:57 PDT 2023","Thu Mar 23 18:11:23 PDT 2023","Sun Mar 26 18:11:23 PDT 2023","Thu Mar 23 22:00:31 PDT 2023","","","86","100% (1/1)","100% (1/1)","100% (1/1)","false","false","false","false","true","false","false","true","false","false","false","true","false","true","false","false","true","false","example_form","true","false","false","true","false","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","34HJIJKLPL6JGPS8IZSE9VWZI1W4VI","A2FAIDFRBYVPGO","Approved","Thu Mar 23 19:33:03 PDT 2023","Thu Mar 23 19:34:43 PDT 2023","Sun Mar 26 19:34:43 PDT 2023","Thu Mar 23 22:00:32 PDT 2023","","","100","100% (3/3)","100% (3/3)","100% (3/3)","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","34Q075JO1DNMVPU9SKLNQ4Z6CL9019","A2OY7ULZ5CYPDE","Rejected","Thu Mar 23 18:56:04 PDT 2023","Thu Mar 23 18:57:13 PDT 2023","Sun Mar 26 18:57:13 PDT 2023","","Thu Mar 23 20:09:08 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","69","0% (0/1)","0% (0/1)","0% (0/1)","false","true","false","true","false","false","true","false","false","false","true","false","false","false","true","true","false","false","example_form","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","WORKER_ID"
"3DZKABX20XFJP97TLBTU39CX7DGVCV","3UTDB2UO3UDK54AKS11TI5F7K7Q58Z","Pick the label that can describe the image #12","Please pick the label that you think can describe the image. Please read the information sheet and consent form, then answer all six questions.","categorize, image","$0.37","Thu Mar 23 03:37:26 PDT 2023","45","BatchId:5039713;OriginalHitTemplateId:928390873;","120","259200","Fri Mar 24 03:37:26 PDT 2023","","","34T446B1CGO6IS478HA770IXGJ80C9","A2V1MD3TTVJ1P6","Rejected","Thu Mar 23 20:16:23 PDT 2023","Thu Mar 23 20:17:42 PDT 2023","Sun Mar 26 20:17:42 PDT 2023","","Thu Mar 23 21:03:52 PDT 2023","I am sorry for rejecting your work, but you fail the honeypot trap question.","79","0% (0/1)","0% (0/1)","0% (0/1)","false","true","false","false","false","true","false","true","false","false","true","false","false","false","true","false","true","false","example_form","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","WORKER_ID"
